epoch,lr-AdamW/non-decayable,lr-AdamW/normal,n_learnable_parameters,n_parameters,scale/many-body/C,step,test/test/energy_mae,test/test/energy_rmse,test/test/forces_mae,test/test/forces_rmse,test/test/forces_rmse_batchwise,test/test/per_atom_energy_mae,test/test/per_atom_energy_rmse,test/train/energy_mae,test/train/energy_rmse,test/train/forces_mae,test/train/forces_rmse,test/train/forces_rmse_batchwise,test/train/per_atom_energy_mae,test/train/per_atom_energy_rmse,test/valid/energy_mae,test/valid/energy_rmse,test/valid/forces_mae,test/valid/forces_rmse,test/valid/forces_rmse_batchwise,test/valid/per_atom_energy_mae,test/valid/per_atom_energy_rmse,timer/its_per_s/train,timer/its_per_s/valid,timer/step_duration_ms/train,timer/step_duration_ms/valid,train/loss/forces_rmse_batchwise_weighted,train/loss/per_atom_energy_rmse_batchwise_weighted,train/loss/total,train/metrics/forces_rmse_batchwise,train/metrics/per_atom_energy_rmse_batchwise,valid/loss/forces_rmse_batchwise_weighted,valid/loss/per_atom_energy_rmse_batchwise_weighted,valid/loss/total,valid/metrics/energy_mae,valid/metrics/energy_rmse,valid/metrics/forces_mae,valid/metrics/forces_rmse,valid/metrics/forces_rmse_batchwise,valid/metrics/per_atom_energy_mae,valid/metrics/per_atom_energy_rmse,valid/metrics/per_atom_energy_rmse_batchwise
,0.01,0.01,,,,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2.440092086791992,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,839,,,,,,,,,,,,,,,,,,,,,,,54.999168395996094,,19.0,,,,,,0.46826180815696716,0.047320034354925156,0.5155818462371826,7.599175453186035,9.739481925964355,0.35698044300079346,0.4686737060546875,0.46826180815696716,0.03799579665064812,0.048697520047426224,0.047320034354925156
,0.01,0.01,,,,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,849,,,,,,,,,,,,,,,,,,,,,,31.25,,32.0,,0.49766185879707336,0.04641072452068329,0.5440725684165955,0.49766185879707336,0.04641072452068329,,,,,,,,,,,
,,,,,2.4416635036468506,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,867,,,,,,,,,,,,,,,,,,,,,,,54.4039306640625,,19.25,,,,,,0.4709206223487854,0.0717276930809021,0.5426483154296875,12.327654838562012,14.526729583740234,0.35894888639450073,0.4712587296962738,0.4709206223487854,0.06163816154003143,0.07263360172510147,0.0717276930809021
,0.01,0.01,,,,868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2.441908597946167,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,895,,,,,,,,,,,,,,,,,,,,,,,54.4039306640625,,19.25,,,,,,0.4679431617259979,0.06860999017953873,0.536553144454956,11.079137802124023,13.866518020629883,0.358369916677475,0.46825724840164185,0.4679431617259979,0.055395904928445816,0.06933318078517914,0.06860999017953873
